ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"201.76.122.177","elite","AS262794","BR","Vero S.A","294","Vero S.A","20183","socks4","677","1","2024-01-29T01:29:12.638Z","83","4833","5852"
"5.130.185.31","elite","AS31200","RU","Novotelecom Ltd","98","Novotelecom ltd.","10801","socks5","3005","1","2024-01-29T01:29:12.639Z","70","4097","5875"
"185.207.205.134","elite","AS204196","NL","Abelohost BV","13","Abelohost","8001","socks4","4996","1","2024-01-29T01:29:12.734Z","100","5908","5918"
"185.169.181.11","elite","AS34984","TR","Ates Dc","59","Ibrahim MALA trading as Ates Dc","4145","socks4","2587","1","2024-01-29T01:29:12.735Z","100","5887","5911"
"109.122.88.194","elite","AS41937","RS","RADIJUS VEKTOR Internet network","30","N/A","5678","socks4","2599","81","2024-01-29T01:29:10.033Z","99","5926","5969"
"107.161.50.42","elite","AS395092","US","Shock Hosting LLC","89","Shock Hosting LLC","6401","socks4","3809","1","2024-01-29T01:29:10.035Z","100","5885","5902"
"119.91.214.119","elite","AS45090","CN","China Internet Network Information Center","284","Tencent cloud computing (Beijing) Co., Ltd.","3389","socks5","3713","1","2024-01-29T01:29:09.929Z","87","5025","5809"
"185.162.228.128","elite","AS209242","GB","Cloudflare London, LLC","83","Softconstruct Limited","80","socks4","3698","1","2024-01-29T01:29:09.937Z","100","5871","5873"
"43.153.36.48","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","185","Tencent Cloud Computing","443","socks5","1002","1","2024-01-29T01:29:09.934Z","5","282","5825"
"168.227.158.9","elite","AS52898","BR","Multipla Serviços Inteligentes","287","Multipla Serviços Inteligentes","4145","socks4","4891","1","2024-01-29T01:29:09.930Z","99","5811","5850"
"197.234.13.14","elite","AS36902","SC","Intelvision","198","Intelvision Ltd","4145","socks4","4889","1","2024-01-29T01:29:09.932Z","99","5850","5886"
"103.47.93.205","elite","AS134058","IN","Broban Internet Services Pvt.ltd","294","Broban  PVT Ltd.","1080","socks4","4108","1","2024-01-29T01:29:09.938Z","99","5871","5912"
"202.91.186.129","elite","AS4808","CN","China Unicom Beijing Province Network","185","Beijing Sunway Xunteng Technology Development Co., Ltd","4145","socks4","4790","1","2024-01-29T01:29:06.136Z","90","5203","5806"
"103.47.93.197","elite","AS134058","IN","Broban Internet Services Pvt.ltd","265","Broban  PVT Ltd.","1080","socks4","357","1","2024-01-29T01:29:06.135Z","99","5756","5811"
"212.69.12.121","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","34","Orion Telekom Tim d.o.o.Beograd","1080","socks4","1195","1","2024-01-29T01:29:06.140Z","100","5837","5852"
"212.79.107.116","elite","AS8251","CZ","Neutral czFree eXchange members","26","Heaven - CZFree.Net, spol. s r.o.","5678","socks4","1895","1","2024-01-29T01:29:06.139Z","99","5866","5912"
"109.236.88.38","elite","AS49981","NL","WorldStream B.V.","11","Worldstream","30283","socks5","4307","1","2024-01-29T01:29:06.138Z","83","4930","5920"
"83.168.84.141","elite","AS35179","PL","ESPOL-FH","65","N/A","4153","socks4","807","1","2024-01-29T01:29:06.433Z","67","3979","5916"
"54.37.244.208","elite","AS16276","GB","OVH SAS","83","OVH Ltd","12083","socks4","170","4199","2024-01-29T01:29:06.133Z","100","1","1"
"121.101.131.91","elite","AS131706","ID","PT SELARAS CITRA TERABIT","230","Terabit","1080","socks4","4898","1","2024-01-29T01:29:02.731Z","97","5627","5820"
"213.226.117.147","elite","AS202505","TR","Netbudur Telekomunikasyon Limited Sirketi","100","MRS Bilisim ve Telekomunikasyon Hiz. Ltd. Sti","3389","socks5","2997","1","2024-01-29T01:29:02.730Z","26","1511","5830"
"103.86.1.34","elite","AS136371","IN","Airwir Technologies Private Limited","132","Airwir Technologies Private Limited","4145","socks4","4785","1","2024-01-29T01:29:02.732Z","100","5828","5841"
"5.188.226.250","elite","AS202422","IT","G-Core Labs S.A.","84","GCL","36762","socks5","1409","1","2024-01-29T01:29:02.745Z","95","5600","5901"
"184.178.172.13","elite","AS22773","US","Cox Communications Inc.","148","Cox Communications Inc.","15311","socks5","1912","1","2024-01-29T01:29:02.643Z","100","5848","5859"
"179.191.23.38","elite","AS52565","BR","Edgar Rodrigues Romao Filho ME","198","Edgar Rodrigues Romao Filho ME","5678","socks4","3194","81","2024-01-29T01:28:59.432Z","99","5806","5845"
"193.106.191.184","elite","AS58030","IR","Sorat Gostar Abr Datis LLC","129","Ertebat Gostaran Rangin Kaman Co. Ltd","4452","socks5","2904","1","2024-01-29T01:28:59.329Z","9","514","5740"
"172.104.145.22","elite","AS63949","DE","Akamai Technologies","10","Linode","9064","socks4","4795","1","2024-01-29T01:28:59.327Z","100","5898","5899"
"91.224.179.175","elite","AS197602","UA","TeleRadioCompany \"Studio TV-9 Beregsasom\" Ltd.","85","TV9 net 2","5678","socks4","4500","1","2024-01-29T01:28:59.331Z","94","5634","5963"
"158.181.138.19","elite","AS41750","KG","MEGALINE","101","N/A","8081","socks5","4406","1","2024-01-29T01:28:59.428Z","28","1690","5932"
"187.189.81.144","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","153","Total Play Telecomunicaciones SA De CV","4153","socks4","5000","1","2024-01-29T01:28:56.438Z","99","5743","5777"
"181.113.34.86","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","186","Corporacion Nacional De Telecomunicaciones - CNT EP","48024","socks4","5006","1","2024-01-29T01:28:56.435Z","88","5117","5804"
"78.40.104.5","elite","AS49628","GE","TrialetiNet","81","Trialeti-Neti LLC","1080","socks4","2912","1","2024-01-29T01:28:56.432Z","100","5877","5887"
"45.115.115.146","elite","AS55828","BD","Drik ICT Ltd","187","Drik ICT Ltd","31141","socks4","2899","1","2024-01-29T01:28:56.434Z","97","5761","5946"
"111.225.153.169","elite","AS141771","CN","China Telecom","211","Chinanet HE","8089","socks4","4196","1","2024-01-29T01:28:53.738Z","69","3974","5795"
"212.5.132.74","elite","AS8866","BG","BTC Plc","51","Bulgarian Telecommunications Company Plc.","5678","socks4","4895","1","2024-01-29T01:28:53.731Z","100","5872","5882"
"5.9.251.161","elite","AS24940","DE","Hetzner Online GmbH","22","N/A","1080","socks4","292","1","2024-01-29T01:28:53.742Z","86","5048","5844"
"103.135.248.43","elite","AS906","HK","DMIT Cloud Services","157","N/A","18880","socks5","239","1","2024-01-29T01:28:53.740Z","69","3980","5803"
"14.232.161.29","elite","AS45899","VN","VNPT","221","Vietnam Posts and Telecommunications Group","10801","socks4","4588","1","2024-01-29T01:28:50.831Z","75","4431","5897"
"185.238.159.9","elite","AS204809","IT","Maide srl","51","Assopctech","32456","socks4","4305","1","2024-01-29T01:28:50.830Z","41","2475","5967"
"188.138.179.13","elite","AS31252","MD","StarNet Solutii SRL","46","SC Starnet SRL","4153","socks4","4403","1","2024-01-29T01:28:50.833Z","88","5176","5891"
"167.250.26.18","elite","AS265279","BR","Soft System Informatica Ltda","233","Soft System Informatica Ltda","4145","socks4","2108","1","2024-01-29T01:28:50.832Z","96","5644","5902"
"14.207.15.77","elite","AS45629","TH","Triple T Broadband Public Company Limited","165","Triple T Broadband Public Company Limited","8213","socks4","3700","1","2024-01-29T01:28:50.745Z","91","5259","5795"
"45.63.64.66","elite","AS20473","US","The Constant Company","98","Vultr Holdings, LLC","1080","socks4","204","1","2024-01-29T01:28:50.827Z","80","4655","5834"
"192.3.54.198","elite","AS36352","US","ColoCrossing","104","RackNerd LLC","3128","socks4","4611","1","2024-01-29T01:28:50.829Z","100","5962","5963"
"182.253.153.68","elite","AS17451","ID","BIZNET","177","N/A","5678","socks4","1804","1","2024-01-29T01:28:47.543Z","92","5435","5904"
"139.255.45.67","elite","AS9905","ID","PT. LINKNET","187","N/A","5678","socks4","995","1","2024-01-29T01:28:47.544Z","98","5816","5924"
"106.3.142.85","elite","AS23724","CN","IDC, China Telecommunications Corporation","172","Beijing capitalonline data service co., LTD","4153","socks4","4798","1","2024-01-29T01:28:47.541Z","85","5006","5859"
"115.73.220.114","elite","AS7552","VN","VIETELmetro","248","N/A","5678","socks4","1101","1","2024-01-29T01:28:44.335Z","85","5031","5887"
"117.241.135.33","elite","AS9829","IN","BSNL Internet","300","N/A","5678","socks4","5005","1","2024-01-29T01:28:44.336Z","95","5640","5937"
"163.172.115.17","elite","AS12876","FR","Online S.A.S.","1","ONLINE","24474","socks4","264","1","2024-01-29T01:28:44.330Z","99","5821","5891"
"190.110.204.194","elite","AS22724","EC","Puntonet S.A.","176","Puntonet S.A","999","socks4","3715","1","2024-01-29T01:28:44.332Z","99","5928","5979"
"103.70.159.146","elite","AS133720","IN","speednet","114","N/A","5678","socks4","3596","1","2024-01-29T01:28:44.328Z","99","5814","5869"
"182.253.158.224","elite","AS17451","ID","BIZNET","165","N/A","4145","socks4","1598","1","2024-01-29T01:28:44.331Z","96","5685","5926"
"198.27.82.161","elite","AS16276","CA","OVH SAS","92","OVH Hosting, Inc.","9050","socks5","4901","1","2024-01-29T01:28:44.430Z","100","5872","5875"
"110.81.64.23","elite","AS4134","CN","Chinanet","230","Chinanet FJ","21212","socks5","3404","1","2024-01-29T01:28:41.345Z","65","3862","5919"
"5.9.141.151","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30000","socks4","4598","1","2024-01-29T01:28:41.340Z","100","5831","5831"
"213.32.91.205","elite","AS16276","FR","OVH SAS","81","OVH","3128","socks4","5296","1","2024-01-29T01:28:41.341Z","77","4500","5859"
"103.110.184.1","elite","AS137374","ID","Dinas Komunikasi","198","N/A","6037","socks4","3790","1","2024-01-29T01:28:41.439Z","99","5908","5946"
"75.119.203.210","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks4","5090","1","2024-01-29T01:28:41.342Z","70","4138","5920"
"185.162.229.70","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","1424","1","2024-01-29T01:28:41.343Z","100","5882","5883"
"190.109.72.10","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","290","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","694","1","2024-01-29T01:28:38.140Z","99","5868","5930"
"46.23.155.18","elite","AS43314","RU","DIANET address","89","N/A","62638","socks4","4496","1","2024-01-29T01:28:38.333Z","78","4626","5922"
"201.20.183.218","elite","AS11835","BR","Nova Fibra Telecom S.A.","203","Nova Fibra Telecom S.A","3128","socks4","3889","81","2024-01-29T01:28:38.141Z","99","5870","5938"
"202.159.121.145","elite","AS9340","ID","PT IndoInternet","193","N/A","443","socks4","5102","1","2024-01-29T01:28:38.332Z","100","5891","5905"
"116.199.168.1","elite","AS45661","IN","Capture Network Systems Pvt Ltd","123","CAPTURE","4145","socks4","4911","1","2024-01-29T01:28:38.138Z","99","5870","5909"
"104.21.124.121","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4291","1","2024-01-29T01:28:38.134Z","100","5883","5885"
"207.180.252.79","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","54321","socks4","5307","1","2024-01-29T01:28:38.335Z","100","5890","5896"
"128.199.16.89","elite","AS14061","IN","DigitalOcean, LLC","195","DigitalOcean, LLC","53989","socks5","2196","1","2024-01-29T01:28:38.142Z","53","3080","5814"
"80.85.98.110","elite","AS33874","MT","Epic Communications Limited","54","Epic Communications Ltd","5678","socks4","1609","1","2024-01-29T01:28:38.135Z","100","5821","5830"
"41.76.156.90","elite","AS37230","NG","Swifttalk-B1","189","Swifttalk Limited","47313","socks4","5094","1","2024-01-29T01:28:38.132Z","96","5579","5836"
"95.140.126.82","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun","34","Milsped","1080","socks4","2098","1","2024-01-29T01:28:38.334Z","100","5937","5962"
"131.100.40.84","elite","AS61754","BR","I3 Telecomunicacoes - EIRELI","204","I3 Telecomunicacoes - EIRELI","5678","socks4","4118","1","2024-01-29T01:28:35.333Z","96","5654","5908"
"123.59.100.245","elite","AS23724","CN","CloudVsp.Inc","187","N/A","1080","socks4","4400","1","2024-01-29T01:28:35.332Z","84","4924","5866"
"94.198.211.217","elite","AS49979","IT","La Wireless","33","N/A","5678","socks4","4900","80","2024-01-29T01:28:35.335Z","100","5885","5898"
"185.128.152.21","elite","AS5484","IR","Shabakeh Gostar Shahriyar Co. (Ltd.)","105","CIS IT Group","5678","socks4","1500","1","2024-01-29T01:28:35.334Z","82","4815","5866"
"138.97.0.53","elite","AS262346","BR","FP Telecomunicacoes Ltda","293","FP Telecomunicacoes Ltda","4145","socks4","2606","1","2024-01-29T01:28:32.137Z","80","4716","5871"
"110.78.148.87","elite","AS131090","TH","CAT-BB","241","N/A","4145","socks4","5001","1","2024-01-29T01:28:32.139Z","76","4473","5897"
"103.112.44.100","elite","AS132669","ID","PT.Globalnet Multi Data","167","N/A","5678","socks4","245","1","2024-01-29T01:28:32.136Z","97","5747","5921"
"37.187.108.156","elite","AS16276","FR","OVH SAS","6","OVH SAS","9050","socks4","894","1","2024-01-29T01:28:32.232Z","94","5598","5928"
"24.7.10.171","elite","AS33651","US","Comcast Cable Communications, LLC","186","Comcast Cable Communications","2758","socks4","4995","1","2024-01-29T01:28:32.140Z","64","3794","5913"
"46.227.37.61","elite","AS51155","PL","Telemedian - TB Telecom","41","Telemedian","1088","socks4","2070","1","2024-01-29T01:28:29.346Z","100","5918","5940"
"104.16.241.204","elite","AS13335","CA","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks5","2288","1","2024-01-29T01:28:29.335Z","100","5802","5803"
"43.229.254.163","elite","AS23679","ID","Media Antar Nusa PT.","179","Nusanet","1080","socks4","4491","1","2024-01-29T01:28:29.332Z","99","5788","5876"
"203.217.169.207","elite","AS131207","KH","S.I Group","284","Sigroups","4153","socks4","4298","81","2024-01-29T01:28:26.133Z","96","5617","5880"
"45.76.15.12","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11969","socks4","510","1","2024-01-29T01:28:26.142Z","78","4611","5883"
"47.243.31.48","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","309","Alibaba.com LLC","45102","socks5","4400","1","2024-01-29T01:28:26.136Z","84","4961","5913"
"182.253.141.88","elite","AS17451","ID","Biznet Networks","184","MetroNET","4153","socks4","4895","1","2024-01-29T01:28:26.132Z","30","1742","5810"
"124.158.186.34","elite","AS55685","ID","PT Jala Lintas Media","167","N/A","5678","socks4","3598","1","2024-01-29T01:28:22.537Z","94","5576","5935"
"138.197.138.160","elite","AS14061","CA","DigitalOcean, LLC","94","DigitalOcean, LLC","10181","socks5","4414","1","2024-01-29T01:28:22.538Z","100","5925","5927"
"41.223.234.2","elite","AS37008","BF","Alink Telecom Faso v","198","N/A","80","socks4","4890","1","2024-01-29T01:28:22.545Z","99","5734","5793"
"197.234.13.91","elite","AS36902","SC","Intelvision","174","Intelvision Ltd","4145","socks4","3894","1","2024-01-29T01:28:22.539Z","99","5757","5802"
"171.100.22.133","elite","AS17552","TH","True Internet Corporation CO. Ltd.","181","Truenet CM","5678","socks4","236","1","2024-01-29T01:28:22.638Z","83","4834","5833"
"80.229.194.203","elite","AS6871","GB","Plusnet Technologies Ltd","23","PlusNet Plc","4153","socks4","4806","1","2024-01-29T01:28:20.035Z","100","5899","5908"
"178.158.197.147","elite","AS43139","UA","Maximum-Net LLC","43","Maximum-Net LLC","3629","socks4","2499","1","2024-01-29T01:28:20.034Z","93","5461","5898"
"212.102.47.83","elite","AS212238","US","Datacamp Limited","197","Cdnext SEA","8219","socks4","5015","1","2024-01-29T01:28:19.939Z","100","5822","5831"
"124.225.159.213","elite","AS4134","CN","Hainan Network of ChinaTelecom","217","N/A","38801","socks4","4409","1","2024-01-29T01:28:19.937Z","84","4971","5901"
"201.236.203.180","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","167","EPM Telecomunicaciones S.A. E.S.P.","4153","socks4","168","1","2024-01-29T01:28:19.930Z","100","1","1"
"116.199.169.1","elite","AS45661","IN","Capture Network Systems Pvt Ltd","126","CAPTURE","4145","socks4","3630","1","2024-01-29T01:28:19.934Z","100","5853","5880"
"191.209.43.16","elite","AS27699","BR","Vivo","206","TELEF�NICA BRASIL S.A","5678","socks4","4590","86","2024-01-29T01:28:17.031Z","100","5872","5892"
"1.0.136.138","elite","AS23969","TH","TOT Public Company Limited","154","TOT Public Company Limited","4145","socks4","5098","1","2024-01-29T01:28:16.830Z","48","2812","5808"
"183.89.63.31","elite","AS45629","TH","Triple T Broadband Public Company Limited","151","Triple T Broadband Public Company Limited","8080","socks4","3093","1","2024-01-29T01:28:16.827Z","95","5615","5897"
"114.7.30.3","elite","AS4761","ID","PT. INDOSAT Tbk","198","IOH B2B","8080","socks4","182","1","2024-01-29T01:28:16.834Z","9","526","5896"
"185.66.59.77","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","28","Svint","42647","socks4","240","1","2024-01-29T01:28:16.835Z","83","4836","5824"
"110.77.184.80","elite","AS131090","TH","CAT Telecom Public Company Limited","292","CAT BB","4145","socks4","4308","1","2024-01-29T01:28:16.833Z","93","5417","5851"
"37.186.5.16","elite","AS8540","AT","AMA netwoRX GmbH","34","KELAG-Karntner Elektrizitats - Aktiengesellschaft","5678","socks4","3200","85","2024-01-29T01:28:16.837Z","100","5904","5911"
"103.95.97.43","elite","AS136759","BD","Cosmopolitan Communications Limited","180","Cosmopolitan Communications Limited","4153","socks4","5099","1","2024-01-29T01:28:13.545Z","99","5823","5883"
"185.162.228.170","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","1811","1","2024-01-29T01:28:13.627Z","100","5882","5882"
"197.234.13.2","elite","AS36902","SC","Intelvision","177","Intelvision Ltd","4145","socks4","4692","1","2024-01-29T01:28:13.543Z","99","5731","5769"
"8.219.135.23","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","254","Alibaba.com Singapore E-Commerce Private Limited","443","socks4","417","1","2024-01-29T01:28:13.541Z","99","5819","5867"
"172.67.187.242","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4901","1","2024-01-29T01:28:13.628Z","100","5895","5895"
"149.202.76.10","elite","AS16276","FR","OVH SAS","6","OVH","55904","socks5","4600","1","2024-01-29T01:28:10.631Z","92","5309","5758"
"222.186.50.204","elite","AS4134","CN","Chinanet","291","Chinanet JS","1080","socks5","4704","1","2024-01-29T01:28:10.629Z","88","5128","5804"
"182.34.147.247","elite","AS4134","CN","Chinanet","207","Chinanet SD","1080","socks4","2209","1","2024-01-29T01:28:10.631Z","52","3053","5831"
"5.189.146.59","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","55808","socks5","4905","1","2024-01-29T01:28:10.632Z","99","5811","5871"
"45.228.147.209","elite","AS262773","BR","Proxxima Telecomunicacoes Ltda","224","Proxxima Telecomunicacoes SA","5678","socks4","229","2","2024-01-29T01:28:10.542Z","95","5498","5815"
"103.127.21.42","elite","AS137645","IN","Macro Signal Pvt Ltd","131","Macro Signal Pvt Ltd","5678","socks5","818","1","2024-01-29T01:28:07.341Z","29","1702","5814"
"180.122.147.184","elite","AS4134","CN","Chinanet","192","Chinanet JS","1080","socks4","1906","1","2024-01-29T01:28:07.339Z","78","4588","5895"
"103.36.11.122","elite","AS133360","ID","PT Awinet Global Mandiri","194","N/A","4145","socks4","1911","1","2024-01-29T01:28:07.426Z","68","4038","5941"
"77.235.28.229","elite","AS41750","KG","Mega-Line Ltd.","92","Megaline","4153","socks4","3599","1","2024-01-29T01:28:07.443Z","97","5719","5871"
"110.42.188.54","elite","AS45090","CN","China Internet Network Information Center","199","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks5","2794","1","2024-01-29T01:28:07.344Z","59","3505","5978"
"218.1.200.156","elite","AS4812","CN","China Telecom","190","N/A","57114","socks4","5292","1","2024-01-29T01:28:07.428Z","57","3313","5816"
"177.86.201.108","elite","AS52576","BR","Zap Online Ltda","211","Zap Online Ltda","4145","socks5","5093","1","2024-01-29T01:28:07.345Z","96","5588","5800"
"101.51.124.223","elite","AS23969","TH","TOT Public Company Limited","169","TOT Public Company Limited","4145","socks4","3605","1","2024-01-29T01:28:03.445Z","40","2376","5919"
"178.150.113.211","elite","AS13188","UA","Triolan","47","N/A","1080","socks4","4692","1","2024-01-29T01:28:03.829Z","98","5743","5853"
"45.32.1.78","elite","AS20473","US","Choopa","86","Vultr Holdings, LLC","11788","socks4","5188","1","2024-01-29T01:28:00.537Z","55","3175","5765"
"128.199.114.180","elite","AS14061","SG","DigitalOcean, LLC","190","DigitalOcean, LLC","7497","socks5","5010","1","2024-01-29T01:28:00.531Z","27","1568","5752"
"122.112.209.105","elite","AS55990","CN","Huawei Cloud Service data center","299","Huawei Cloud Service","55990","socks4","4498","1","2024-01-29T01:28:00.533Z","88","5080","5804"
"185.205.249.24","elite","AS57389","HU","ZNET Telekom Zrt","93","Znettelekom","45264","socks4","4990","1","2024-01-29T01:28:00.530Z","100","5848","5852"
"181.66.37.78","elite","AS6147","PE","Telefonica del Peru S.A.A.","283","Telefonica del Peru S.A.A","4153","socks4","3096","1","2024-01-29T01:28:00.536Z","69","4003","5818"
"103.69.20.38","elite","AS135724","IN","Allnet Broadband Network PVT LTD","131","Allnet Broadband Network Pvt Ltd","4145","socks4","4797","1","2024-01-29T01:28:00.532Z","100","5771","5782"
"58.210.196.42","elite","AS4134","CN","Chinanet","232","Changshu Debang Logistics Co., Ltd.","7302","socks5","1146","1","2024-01-29T01:28:00.536Z","84","4919","5875"
"104.16.105.106","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2592","1","2024-01-29T01:28:00.534Z","100","5791","5792"
"186.226.145.228","elite","AS28343","BR","Unifique Telecomunicações SA","199","UNIFIQUE TELECOMUNICACOES S/A","4145","socks4","4801","2","2024-01-29T01:27:57.430Z","99","5930","5961"
"66.207.184.73","elite","AS7029","US","Windstream Communications LLC","84","Voce Telecom, LLC","5432","socks4","4599","1","2024-01-29T01:27:57.428Z","99","5709","5792"
"51.38.177.96","elite","AS16276","FR","OVH SAS","6","OVH","7497","socks5","4412","1","2024-01-29T01:27:57.527Z","100","5821","5821"
"116.58.232.105","elite","AS131090","TH","CAT Telecom Public Company Limited","289","CAT BB","4145","socks4","3899","1","2024-01-29T01:27:57.432Z","62","3544","5720"
"47.243.207.3","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","298","Alibaba.com LLC","33967","socks5","336","1","2024-01-29T01:27:57.434Z","78","4510","5810"
"181.88.73.214","elite","AS7303","AR","Telecom Argentina S.A","295","Telecom Acceso","5678","socks4","4508","1","2024-01-29T01:27:57.433Z","100","5830","5853"
"185.158.248.95","elite","AS9009","RO","M247 Europe SRL","41","ALLSYS Limited","5836","socks4","4585","1","2024-01-29T01:27:54.027Z","95","5556","5850"
"190.128.203.214","elite","AS23201","PY","Telecel S.A.","187","Telecel S.A","3128","socks4","3784","1","2024-01-29T01:27:53.931Z","100","5803","5810"
"103.47.93.243","elite","AS134058","IN","Broban Internet Services Pvt.ltd","261","Broban  PVT Ltd.","1080","socks4","3898","1","2024-01-29T01:27:53.829Z","99","5882","5928"
"103.228.246.30","elite","AS59282","ID","PT Giga Patra Multimedia","171","GPM","5678","socks4","4602","1","2024-01-29T01:27:53.945Z","98","5747","5886"
"95.213.154.54","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","41","N/A","31337","socks5","2903","1","2024-01-29T01:27:53.831Z","100","5935","5937"
"190.181.23.10","elite","AS26210","BO","AXS Bolivia S. A.","207","AXS Bolivia S. A","4153","socks4","1110","1","2024-01-29T01:27:53.832Z","99","5847","5910"
"46.227.37.37","elite","AS51155","PL","Telemedian - TB Telecom","41","Telemedian","1088","socks4","4303","1","2024-01-29T01:27:53.944Z","100","5869","5893"
"189.85.112.20","elite","AS270540","BR","WEBNET Telecom","280","WEBNET Telecom","7497","socks5","903","1","2024-01-29T01:27:53.929Z","100","5777","5792"
"185.45.73.227","elite","AS201446","ES","Soluciones web on line s.l.","28","Soluciones web on line s.l.","18668","socks5","161","122","2024-01-29T01:27:53.833Z","100","1","1"
"103.212.95.253","elite","AS138312","IN","Best Telnet Services Private Limited","239","Best telnet services private limited","41363","socks4","1898","1","2024-01-29T01:27:50.628Z","99","5883","5919"
"104.17.166.210","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2794","1","2024-01-29T01:27:50.545Z","100","5855","5855"
"104.16.109.207","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4199","1","2024-01-29T01:27:50.538Z","100","5835","5835"
"103.90.231.93","elite","AS150698","VN","ONETIDC","200","Onet IDC Company","40797","socks5","436","1","2024-01-29T01:27:50.542Z","99","5839","5918"
"27.123.3.138","elite","AS45706","ID","PT Tele Globe Global","182","N/A","4145","socks4","3191","1","2024-01-29T01:27:47.840Z","99","5880","5942"
"110.78.149.139","elite","AS131090","TH","CAT-BB","299","N/A","4145","socks4","3713","3","2024-01-29T01:27:47.837Z","74","4416","5938"
"177.38.5.134","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","198","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4905","1","2024-01-29T01:27:47.833Z","92","5334","5808"
"95.179.193.202","elite","AS20473","GB","The Constant Company, LLC","82","Vultr Holdings LLC London","6689","socks4","411","1","2024-01-29T01:27:45.041Z","74","4299","5785"
"188.68.52.220","elite","AS197540","DE","netcup GmbH","21","NETCUP-GMBH","9050","socks5","3989","1","2024-01-29T01:27:44.942Z","100","5878","5879"
"211.174.105.18","elite","AS4766","KR","Korea Telecom","248","Netropy","4153","socks4","3607","1","2024-01-29T01:27:44.940Z","100","5805","5820"
"195.140.226.32","elite","AS56465","UA","Therecom Ltd","53","Therecom Ltd","5678","socks4","4594","1","2024-01-29T01:27:44.939Z","98","5741","5860"
"34.64.4.104","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","298","Google LLC","80","socks4","3897","1","2024-01-29T01:27:44.938Z","100","5792","5794"
"187.216.144.170","elite","AS8151","MX","Uninet S.A. de C.V.","156","UNINET","5678","socks4","3597","1","2024-01-29T01:27:41.638Z","100","5907","5917"
"43.153.171.204","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","296","Tencent Cloud Computing","443","socks4","1395","1","2024-01-29T01:27:41.631Z","91","5402","5914"
"157.185.178.152","elite","AS54994","CA","Meteverse Limited.","113","Meteverse Limited","26589","socks5","1295","1","2024-01-29T01:27:41.637Z","100","5774","5786"
"45.112.125.54","elite","AS58369","ID","FIBERNET","163","N/A","4145","socks4","4799","1","2024-01-29T01:27:38.637Z","99","5886","5947"
"210.57.216.110","elite","AS38142","ID","Airlangga University","197","Universitas Airlangga, y","4145","socks4","4915","1","2024-01-29T01:27:38.639Z","99","5851","5893"
"183.89.9.20","elite","AS45629","TH","Triple T Broadband Public Company Limited","164","Triple T Broadband Public Company Limited","4153","socks4","4894","1","2024-01-29T01:27:38.642Z","98","5765","5892"
"197.234.13.75","elite","AS36902","SC","Intelvision","169","Intelvision Ltd","4145","socks4","4707","1","2024-01-29T01:27:38.638Z","99","5791","5826"
"78.37.27.139","elite","AS12389","RU","Rostelecom networks","48","OJSC North-West Telecom","56228","socks4","3991","1","2024-01-29T01:27:38.645Z","100","5771","5781"
"185.61.169.67","elite","AS41327","IT","FIBERTELECOM","32","N/A","4145","socks4","4694","1","2024-01-29T01:27:38.641Z","82","4887","5956"
"208.113.220.98","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","36869","socks5","3696","81","2024-01-29T01:27:35.541Z","100","5929","5937"
